ID,smiles,pat,pat_enc,par3,umap1,umap2,pca1,pca2
1112,CC(C)(C)P(c1cccc2ccccc12)C12C3C4C5C1[Fe]45321678C2C1C6C7C28,pc3,0,0,5.087271,7.5720534,4.768343362544477,3.2377629747997214
1113,CC(C)(C)P(c1ccccc1-c1ccccc1)C12C3C4C5C1[Fe]45321678C2C1C6C7C28,pc3,0,0,6.112472,4.4864473,7.612344910979014,5.355484676950844
1114,CC(C)(C)P(c1ccc(C(F)(F)F)cc1)C12C3C4C5C1[Fe]45321678C2C1C6C7C28,pc3,0,0,4.987219,7.934786,3.089324678169836,-0.0948985491711991
1115,COc1ccc(P(C(C)(C)C)C23C4C5C6C2[Fe]56432789C3C2C7C8C39)cc1,pc3,0,0,5.0595984,7.767664,2.8966069191531982,1.0647250396258172
1118,COc1ccc(C)c(-c2c(C(C)C)cc(C(C)C)cc2C(C)C)c1P(C1CCCCC1)C1CCCCC1,pc3,0,0,7.8427444,4.775885,13.26778316096269,1.1540928137173512
1119,c1ccc(-c2ccc(-c3ccccc3P(C3CCCCC3)C3CCCCC3)cc2)cc1,pc3,0,0,7.8178306,5.2679358,10.24973581721573,-2.2652035547571283
1121,Cc1c(C)c(C)c(P(C2CCCCC2)C2CCCCC2)c(-c2c(C(C)C)cc(C(C)C)cc2C(C)C)c1C,pc3,0,0,7.7475924,4.7443714,14.439854454475778,2.42068048040276
1122,Cc1cc(C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C)c1,pc3,0,0,7.3023763,5.589717,6.684046034140565,1.359003353925719
1127,Cc1ccc2ccccc2c1P(c1ccccc1)c1ccccc1,pc3,0,1,4.587148,4.3841357,3.2903981588853006,6.249796950485529
1128,CC(C)(C)c1ccc2c(c1)C(C)(C)c1cc(C(C)(C)C)cc(P(c3ccccc3)c3ccccc3)c1O2,pc3,0,1,6.294642,9.715213,8.326694166970524,-1.4049891220498336
1129,COc1cccc(OC)c1-c1ccccc1P1c2cc(C)ccc2Oc2ccc(C)cc21,pc3,0,1,7.9773107,6.4836183,6.872162142954155,-2.2700435435583795
1130,Cc1ccc2c(c1)P(c1c(C)ccc3ccccc13)c1cc(C)ccc1O2,pc3,0,1,4.5792537,4.479383,3.490804459161365,4.636098250401029
1131,CC1(C)[C@H](C)C(C)(C)[P@@]1C,pc3,0,0,0.8144507,6.662383,-11.34006929974999,1.3103960642843997
1132,CC1(C)[C@H](C)C(C)(C)[P@]1C,pc3,0,0,0.8342813,6.7169456,-11.34163443880265,1.0099571244633894
1136,COc1ccccc1P(C(C)(C)C)C(C)(C)C,pc3,0,0,3.759448,5.02133,0.2721073388011626,7.0662539464396525
1137,COc1ccccc1P(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,pc3,0,0,3.927201,4.8389807,4.1822038032735,7.462342145595433
1138,COc1ccc(F)cc1P(C(C)(C)C)C(C)(C)C,pc3,0,0,3.7229965,5.0425096,0.600944610240484,5.956781717827213
1139,COc1ccc(C(F)(F)F)cc1P(C(C)(C)C)C(C)(C)C,pc3,0,0,3.681677,5.095499,2.261145133437505,4.532829022526595
1140,COCCP(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,pc3,0,0,3.3380783,5.8978,1.28241977874648,4.269178830786802
1141,Cc1cccc(C)c1-c1cccc(-c2c(C)cccc2C)c1P(C)C,pc3,0,0,5.596666,4.046596,1.6839560145303871,6.321832476978728
1142,CC(C)c1cccc(C(C)C)c1-c1cccc(-c2c(C(C)C)cccc2C(C)C)c1P(C)C,pc3,0,0,5.7949376,3.6860163,8.051838392037643,6.941161094396402
1143,CN(C)c1ccccc1-c1ccccc1P(N(C)C)N(C)C,pcn,5,0,7.017864,5.645379,3.1462611081615424,-0.89978210393591
1144,CCP(CC)c1ccccc1-c1ccccc1N(C)C,pc3,0,0,6.762483,5.638365,2.5761241159562367,-1.8749473618028127
1145,C(=C\P(C1CCCCC1)C1CCCCC1)\c1ccccc1,pc3,0,0,6.4500976,5.9212117,2.3945263124666263,-0.0951112782632439
1146,c1ccc(CCP(C2CCCCC2)C2CCCCC2)cc1,pc3,0,0,4.7610216,6.2136765,1.8345660740572487,-0.8648399170115424
1147,C(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,pc3,0,0,7.007728,5.9395876,6.286529860571404,-0.9429621151276582
1148,c1ccc(-c2c(P(C3CCCCC3)C3CCCCC3)ccc3ccccc23)cc1,pc3,0,0,7.4312053,5.801591,7.921819412506573,0.97335130541532
1149,CC(C)C(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,pc3,0,0,7.351849,5.747199,8.547291374853067,3.0949050096053186
1150,CCC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,pc3,0,0,7.4268208,5.77646,8.488382990434538,1.4097793423757166
1151,COc1ccccc1C(=C(C)P(C1CCCCC1)C1CCCCC1)c1ccccc1OC,pc3,0,0,7.819908,5.6598744,10.617354802328192,-1.6902961545923394
1152,c1ccc(C2=C(P(C3CCCCC3)C3CCCCC3)CCc3ccccc32)cc1,pc3,0,0,7.5248475,5.8043175,7.506360288800915,0.8346612354371656
1153,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)CCc2ccccc21,pc3,0,0,7.734036,5.6255264,9.405846564305044,-0.4839826026482328
1154,FC(F)(F)c1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)CCc2ccccc21,pc3,0,0,7.805424,5.6307197,9.905214262187169,-0.9160449553263682
1155,FC(F)(F)c1ccc(P(C2CCCCC2)C2CCCCC2)c(-c2ccccc2)c1,pc3,0,0,7.836788,5.687998,8.089315549267651,-2.024449496234968
1156,FC(F)(F)c1ccc(P(C2CCCCC2)C2CCCCC2)c(-c2ccccc2C(F)(F)F)c1,pc3,0,0,7.857781,5.6841407,9.475054257317913,-3.5869024856460467
1157,COc1ccc(P(C2CCCCC2)C2CCCCC2)c(-c2ccccc2)c1,pc3,0,0,7.4966135,5.628486,7.608272733058962,-0.6339194682796755
1158,COc1ccc(P(C2CCCCC2)C2CCCCC2)c(-c2ccccc2OC)c1,pc3,0,0,7.660743,5.7076826,7.916938885275353,-0.8802028241484189
1159,COc1ccccc1-c1cc(C(F)(F)F)ccc1P(C1CCCCC1)C1CCCCC1,pc3,0,0,7.9088264,5.7374554,9.229346775294331,-2.802393321211675
1160,COc1ccc(P(C2CCCCC2)C2CCCCC2)c(-c2ccccc2C(F)(F)F)c1,pc3,0,0,7.6634464,5.727268,8.26247988457504,-1.084850532873165
1161,FC(F)(F)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,pc3,0,0,7.497031,5.687306,7.099456356761984,-0.7168088563788203
1162,C/C(=C(\c1ccccc1)c1ccccc1C(F)(F)F)P(C1CCCCC1)C1CCCCC1,pc3,0,0,7.696115,5.6567025,9.28284787135509,-1.363226480796069
1163,COc1ccccc1/C(=C(/C)P(C1CCCCC1)C1CCCCC1)c1ccccc1,pc3,0,0,7.735328,5.652663,8.864605792423115,-0.1423225727974736
1164,Cc1cc(C)c(-c2cc(-c3c(C)cc(C)cc3C)cc(P(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c2)c(C)c1,pc3,0,1,5.9788413,9.9858465,10.496478464611195,-1.6145081777070218
1165,Cc1cc(C)c(-c2cc(-c3c(C)cc(C)cc3C)cc(P(c3ccc(C#N)cc3)c3ccc(C#N)cc3)c2)c(C)c1,pc3,0,1,3.3032565,11.095043,10.679147863665536,-5.782937807751122
1166,C[Si](C)(C)CCOC(=O)c1ccc(P(Oc2ccc(Cl)cc2)c2ccc(C(=O)OCC[Si](C)(C)C)cc2)cc1,pco,1,0,2.9184203,1.526671,10.653804012552682,-15.366434669881553
1167,COC(=O)c1ccc(P(Oc2ccc(Cl)cc2)c2ccc(C(=O)OC)cc2)cc1,pco,1,0,2.84214,1.6537471,2.705959063551852,-8.943709994409035
1168,Fc1cc(F)cc(P(c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2cc(F)cc(F)c2)c1,pc3,0,1,6.220196,9.882517,5.272950130334373,0.1192820703984019
1169,FC(F)(F)c1cccc(P(c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2cccc(C(F)(F)F)c2)c1,pc3,0,1,5.4583426,10.415033,8.135635246024849,-5.699942905154209
1170,COC(=O)c1ccc(P(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)Oc2ccc(C(C)(C)C)cc2C(C)(C)C)cc1,pco,1,0,2.5405073,1.2508358,10.843211533208118,-10.966789240101376
1171,COC(=O)c1ccc(P(Oc2ccc(F)cc2)c2ccc(C(=O)OC)cc2)cc1,pco,1,0,2.8382092,1.6741599,2.4594867077216525,-8.985450371829026
1172,CCOC(=O)c1ccc(P(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)Oc2ccc(C(C)(C)C)cc2C(C)(C)C)cc1,pco,1,0,2.5592124,1.2318809,11.313630505485428,-11.066267940165286
1173,Cc1cc(C)c(-c2cc(-c3c(C)cc(C)cc3C)cc(P(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c2)c(C)c1,pc3,0,1,6.1560116,9.898609,9.464244806899266,-0.0112344988286773
1174,COC(=O)c1ccc(P(Oc2ccccc2)c2ccc(C(=O)OC)cc2)cc1,pco,1,0,2.833997,1.6389972,1.9705274698758724,-7.704851379562672
1176,COC(=O)c1ccc(P(Oc2ccccc2C)c2ccc(C(=O)OC)cc2)cc1,pco,1,0,2.9040937,1.6255933,3.2126727117330485,-8.386377909517702
1177,FC(F)(F)c1cc(P(c2ccc(-c3ccccc3)cc2)c2ccc(-c3ccccc3)cc2)cc(C(F)(F)F)c1,pc3,0,1,3.5975714,10.895236,5.392004334063073,-0.8816491564504981
1178,COc1c(C(C)(C)C)cc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1C(C)(C)C,pc3,0,1,3.28666,10.991388,5.434155485580091,-1.922289251087394
1179,COC(=O)c1ccc(P(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)c2ccc(C(=O)OC)cc2)cc1,pco,1,0,2.8548028,1.5061387,7.869048132084271,-9.053116235482973
1180,FC(F)(F)c1ccc(OP(c2ccc(-c3ccccc3)cc2)c2ccc(-c3ccccc3)cc2)cc1,pco,1,0,2.9699345,1.5554849,5.296059367404549,-10.148664129512609
1181,FC(F)(F)c1cc(P(c2ccc3ccccc3c2)c2ccc3ccccc3c2)cc(C(F)(F)F)c1,pc3,0,1,3.661608,10.808042,3.116727167591131,-0.5483153335466855
1182,CC(C)c1cc(C(C)C)cc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)c1,pc3,0,1,3.1601498,10.990743,3.774851309244052,-1.0220923315720498
1183,CC(C)(C)c1ccc(OP(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)c2ccc(-c3ccccc3)cc2)c(C(C)(C)C)c1,pco,1,0,2.4987428,1.1902301,10.775952141908077,-9.38653538755763
1184,CC(C)(C)c1cc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc(C(C)(C)C)c1,pc3,0,1,3.214615,10.97167,4.375313198181017,-0.7163547100835227
1185,FC(F)(F)c1cccc(P(c2ccc(-c3ccccc3)cc2)c2cccc(C(F)(F)F)c2)c1,pc3,0,1,4.5314736,11.050949,4.228766197808634,-4.222731430744219
1186,CC(C)(C)c1ccc(OP(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)c2ccc3ccccc3c2)c(C(C)(C)C)c1,pco,1,0,2.5102477,1.2109033,9.69275078517439,-9.400263703393438
1187,C[Si](C)(C)c1ccc(P(c2ccc([Si](C)(C)C)cc2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,pc3,0,1,3.519347,10.929676,4.1780140163837,0.8840000908085272
1188,N#Cc1ccc(P(c2ccc3ccccc3c2)c2ccc3ccccc3c2)cc1,pc3,0,1,2.9932754,11.001855,4.273509407977887,-4.306499851109857
1189,Fc1cccc(P(c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2cccc(F)c2)c1,pc3,0,1,6.207298,9.877651,6.034005383188153,-2.6921415054034465
1190,CC(C)c1cc(C(C)C)c(-c2ccccc2P(N(C(C)C)C(C)C)N(C(C)C)C(C)C)c(C(C)C)c1,pcn,5,0,7.612612,4.690044,13.494206387777618,3.848791629476591
1196,COc1cc(OC)c(P(Cc2ccccc2Cc2c(OC)cccc2OC)c2c(OC)cc(OC)cc2OC)c(OC)c1,pc3,0,0,6.1852393,5.496536,18.52057254724581,-7.350981248064639
1197,CC(C)Oc1cccc(OC(C)C)c1P(c1c(OC(C)C)cccc1OC(C)C)C(C(C)C)C(C)C,pc3,0,0,7.0685363,5.1088758,12.899306683401043,3.953393727632203
1198,c1ccc2cc3c(cc2c1)Cc1cc2ccccc2cc1P3C1CCCCC1,pc3,0,0,4.898355,8.696357,2.835533614460178,-0.7343140429678695
1199,Cc1cc(C)c(-c2cccc3cc4c(cc23)P2C(C)(C)CC4CC2(C)C)c(C)c1,pc3,0,0,5.6896567,9.740072,3.520516393399386,2.2962720029783057
1201,Cc1cc(C)c(-c2cccc3c2CP(C2CCCCC2)Cc2c-3cccc2-c2c(C)cc(C)cc2C)c(C)c1,pc3,0,0,5.7509003,3.7876954,10.277816099683305,6.348736664123759
1202,Cc1cc(C)c(-c2cccc3c2CP(C(C)C)Cc2c-3cccc2-c2c(C)cc(C)cc2C)c(C)c1,pc3,0,0,5.763521,3.7426834,8.220321599422626,6.069174873795376
1203,Cc1cc(C)c(-c2cccc3cc4c(cc23)P(C2CCCCC2)c2cc3c(-c5c(C)cc(C)cc5C)cccc3cc2C4)c(C)c1,pc3,0,0,6.2743416,9.2351885,10.559832988870628,-2.159147894181886
1204,c1ccc(-c2cccc(P(c3cccc(-c4ccccc4)c3)C3CCCCC3)c2)cc1,pc3,0,0,6.3878307,8.87824,5.280001097405899,-2.800251189907841
1205,c1ccc(-c2ccc(P(c3ccc(-c4ccccc4)cc3)C3CCCCC3)cc2)cc1,pc3,0,0,5.7607007,9.33373,4.706567294513183,-1.768606111256584
1206,CC(C)c1cc(C(C)C)cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,pc3,0,1,3.224068,10.971817,4.806572369383288,-0.5170736286711257
1207,CC(C)c1cc(C(C)C)cc(P(c2ccc(C#N)cc2)c2ccc(C#N)cc2)c1,pc3,0,1,3.1083832,11.101511,5.293058779885435,-4.500519592040624
1208,CN(C)c1ccc(P(c2cccc(C(F)(F)F)c2)c2cccc(C(F)(F)F)c2)cc1,pc3,0,1,4.3769374,11.157541,3.5288551595117443,-4.544756500397528
1209,CN(C)c1ccc(P(c2cc(F)cc(F)c2)c2cc(F)cc(F)c2)cc1,pc3,0,1,3.607475,10.754977,1.2003242497007314,0.2491640375343792
1210,COc1cccc(OC)c1P(c1ccc(Cl)cc1)c1ccc(Cl)cc1,pc3,0,1,2.9146507,10.4169235,3.064957534609722,3.9592351353205566
1211,COc1cccc(OC)c1P(c1ccc(F)cc1)c1ccc(F)cc1,pc3,0,1,2.9277735,10.383561,2.560230622221754,3.479231369356439
1212,CCc1ccc(P(Oc2ccccc2C(C)(C)C)c2ccc(CC)cc2)cc1,pco,1,0,2.388767,2.151932,1.7388327121400011,-2.57574976972596
1214,Cc1ccc(P(c2ccc(C)c(C)c2)c2ccccc2C2(C)OCCO2)cc1C,pc3,0,1,5.405594,4.327478,5.586233419133947,3.956121749773986
1215,COC(=O)CCP(c1ccc(OC)cc1)c1ccc(OC)cc1,pc3,0,0,4.199885,7.4779997,1.6869657393584885,-5.090643003451111
1216,COc1cc(OC)c(P(Oc2ccc(C)cc2)Oc2ccc(C)cc2)c(OC)c1,pco,1,0,2.447185,1.6218836,3.948594254630091,-8.387251276155444
1217,C(#CP(CC1CCCC1)CC1CCCC1)c1ccccc1,pc3,0,0,4.1484942,7.0319295,0.2723276133242577,-3.262654775625166
1218,Cc1ccc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccc(C)c(C)c2)cc1C,pc3,0,1,3.6861486,10.758231,1.5600370084005426,0.2516061162040737
1219,COc1ccccc1P(c1ccccc1OC)c1ccccc1C1(C)OCCO1,pc3,0,1,5.792853,7.997748,6.127024640691348,1.6282235885871814
1220,Cc1cc(C)c(P(c2cc(C)c(C)cc2C)c2ccccc2N(C)C)cc1C,pc3,0,1,5.5623493,8.192151,5.416844047027482,3.7789595260361466
1221,Cc1cccc(P(c2cccc(C)c2)c2ccccc2N(C)C)c1,pc3,0,1,5.553359,7.9241457,2.141379540328918,2.518956839341892
1222,COc1cccc(OC)c1-c1ccccc1P(C(C)C)C(C)C,pc3,0,0,6.8055496,5.5712504,4.401660737432757,-0.2548231811076152
1223,c1ccc(P(c2ccccc2C2CCCCC2)c2ccccc2C2CCCCC2)c(C2CCCCC2)c1,pc3,0,1,5.874234,5.408295,13.246602271446152,3.4580195671390874
1224,CCc1ccccc1P(c1ccccc1CC)c1ccccc1CC,pc3,0,1,5.9646378,5.446132,4.907746604266378,4.386589643444735
1225,Cc1cc(N(C)C)ccc1P(c1ccc(N(C)C)cc1C)c1ccc(N(C)C)cc1C,pc3,0,1,4.977672,9.518211,6.470369427993187,4.027814140557951
1226,Cc1cc(OC(C)C)ccc1P(c1ccc(OC(C)C)cc1C)c1ccc(OC(C)C)cc1C,pc3,0,1,5.348129,10.893751,8.55217802331573,-0.0934679611143654
1227,Cc1cc(F)ccc1P(c1ccc(F)cc1C)c1ccc(F)cc1C,pc3,0,1,5.317943,8.552674,1.5920410795459776,4.5998471618062045
1228,Cc1cc(OC(F)(F)F)ccc1P(c1ccc(OC(F)(F)F)cc1C)c1ccc(OC(F)(F)F)cc1C,pc3,0,1,5.099251,10.844894,5.930190209607771,0.3673606412107389
1229,COC(=O)c1ccc(P(c2ccc(C(=O)OC)cc2C)c2ccc(C(=O)OC)cc2C)c(C)c1,pc3,0,1,5.1822186,10.8881035,7.9500125861689295,-1.095303116115307
1230,Cc1cc(C#N)ccc1P(c1ccc(C#N)cc1C)c1ccc(C#N)cc1C,pc3,0,1,3.9410174,11.078951,6.505595981990094,-2.808362170490979
1231,Cc1cc([N+](=O)[O-])ccc1P(c1ccc([N+](=O)[O-])cc1C)c1ccc([N+](=O)[O-])cc1C,pc3,0,1,3.919837,11.077914,6.8481858410596805,-2.333535655068265
1232,c1ccc(Cc2ccccc2P(c2ccccc2Cc2ccccc2)c2ccccc2Cc2ccccc2)cc1,pc3,0,1,5.818277,5.444957,18.64081802590056,-0.862978606225682
1233,COc1ccc(P(c2ccc(OC)cc2Cc2ccccc2)c2ccc(OC)cc2Cc2ccccc2)c(Cc2ccccc2)c1,pc3,0,1,5.7916527,5.4849877,21.493595849151127,-5.650540444979182
1234,Fc1ccc(P(c2ccc(F)cc2Cc2ccccc2)c2ccc(F)cc2Cc2ccccc2)c(Cc2ccccc2)c1,pc3,0,1,5.8861313,5.4493656,18.216247166818725,-1.639272749657397
1235,FC(F)(F)Oc1ccc(P(c2ccc(OC(F)(F)F)cc2Cc2ccccc2)c2ccc(OC(F)(F)F)cc2Cc2ccccc2)c(Cc2ccccc2)c1,pc3,0,1,5.9823003,5.4252977,19.971048452530717,-3.396797219028504
1236,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2Cc2ccccc2)c2ccc(C(F)(F)F)cc2Cc2ccccc2)c(Cc2ccccc2)c1,pc3,0,1,6.007934,5.406028,19.40349499475417,-2.9990895675471663
1237,C=C(C)COP(Cc1c(C)cc(C)cc1C)Cc1c(C)cc(C)cc1C,pco,1,0,0.76006657,1.4778461,4.927079132858094,-3.2055733799858754
1238,CSc1ccccc1P(NC(C)(C)C)c1ccccc1SC,pcn,5,0,5.8066034,7.7501583,4.228029492509508,1.1427794660109465
1239,CC(C)(C)c1ccccc1OP(c1cc2c3c(c1)CCCN3CCC2)c1cc2c3c(c1)CCCN3CCC2,pco,1,0,2.6794565,2.0585709,6.905336391078374,-5.183071973776779
1241,O=Cc1ccc(P(c2ccc(C=O)cc2)C2C3CC4CC(C3)CC2C4)cc1,pc3,0,0,4.378727,11.115901,4.473506143262087,-4.110609900251959
1242,CC(C)c1cccc(C(C)C)c1P(CCc1ccccc1)CCc1ccccc1,pc3,0,0,5.829546,5.766818,9.416493004708364,-1.736368949615282
1243,CCSP(c1cccc(C(C)(C)C)c1)c1cccc(C(C)(C)C)c1,other,8,0,4.1834545,7.239708,0.898631112073778,-2.7953149757995743
1244,CCc1ccc(P(CC(C)(C)c2ccccc2)CC(C)(C)c2ccccc2)cc1,pc3,0,0,6.8050723,5.8261614,7.04502045965837,-1.4274540633864647
1245,COc1ccc(OP(c2cc3ccccc3o2)c2cc3ccccc3o2)cc1,pco,1,0,2.6670473,1.7924544,1.3785056449004396,-8.551891146944925
1246,CSP(C(CC(C)C)CC(C)C)C(CC(C)C)CC(C)C,other,8,0,4.355973,6.434444,1.3085345453972566,0.2985918277549302
1247,C[Si](C)(C)CCOC(=O)c1ccc(P(c2ccc(Cl)cc2Cl)c2ccc(Cl)cc2Cl)cc1,pc3,0,1,6.3177013,9.71023,8.987983382845833,-2.0723535183478767
1249,C/C=C/CP(C/C=C/C)c1c(C)c(C)cc(C)c1C,pc3,0,0,3.9940884,6.9387894,0.2036124343932759,0.6034919196069378
1250,COc1ccc(P(Oc2ccc(C)cc2)c2ccc(OC)cc2C)c(C)c1,pco,1,0,2.6101735,1.8208711,3.00381286158665,-4.9308081703018285
1251,Cc1ccccc1OP(CCCO)CCCO,pco,1,0,1.2591271,2.0118296,-1.081851500651327,-7.388892712180293
1252,Cc1ccc(C)c(P(c2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c2cc(C)ccc2C)c1,pc3,0,1,6.7253523,9.250262,16.800519048235,-6.3155077637295856
1253,N#Cc1cccc(CP(Cc2cccc(C#N)c2)Oc2ccc(C(F)(F)F)cc2)c1,pco,1,0,3.369349,1.4331963,7.141205410280572,-17.236996948970404
1254,COc1ccc(P(Oc2ccc(F)cc2)Oc2ccc(F)cc2)c(C(C)C)c1,pco,1,0,2.3924823,1.6014519,3.294887861717591,-9.287229205345453
1255,N#CCCOP(c1cc2ccccc2c2ccccc12)c1cc2ccccc2c2ccccc12,pco,1,0,2.9142852,1.5854386,7.585529706106736,-8.882875201486376
1256,CC(C)(C)c1ccc(P(CCC#N)c2ccc(C(C)(C)C)cc2)cc1,pc3,0,0,3.8554194,1.4952054,1.7578580233802206,-5.177174953519651
1257,O=C(c1ccccc1)P(/C=C/c1ccccc1)/C=C/c1ccccc1,pc3,0,0,4.220624,8.270831,1.6686361183348566,-3.8120211544309783
1258,Cc1cc(P(CO)c2ccc(-c3ccccc3)c(C)c2)ccc1-c1ccccc1,pc3,0,0,5.531104,9.862589,2.2833788607285115,-4.164104233098571
1259,O=[N+]([O-])c1ccc(CP(Cc2ccc([N+](=O)[O-])cc2)C2c3ccccc3C=Cc3ccccc32)cc1,pc3,0,0,3.499605,1.4404938,12.401904891332157,-14.86560119695317
1260,Clc1ccccc1OP(c1ccc2c(c1)OCO2)c1ccc2c(c1)OCO2,pco,1,0,2.502639,1.9956619,0.7360729321396233,-5.312500939951648
1261,CC(C)Oc1ccc(P(c2ccc(OC(C)C)cc2)c2ccc(OC(C)C)cc2)cc1,pc3,0,1,4.7991333,11.083046,4.086389397638604,-2.016773687868056
1262,FC(F)(F)Oc1ccc(P(c2ccc(OC(F)(F)F)cc2)c2ccc(OC(F)(F)F)cc2)cc1,pc3,0,1,3.9744768,10.728549,1.017293224080007,-0.549987081031245
1263,CCc1ccccc1P(c1ccc(OC(C)(C)C)cc1)c1ccc(OC(C)(C)C)cc1,pc3,0,1,5.216989,10.839653,6.11877508042883,-1.9497411158882585
1264,COc1cc(OC)cc(P(c2cc(OC)cc(OC)c2)c2ccc(N(C)C)cc2C)c1,pc3,0,1,5.2300606,10.887312,6.312572996980702,-2.607482549915437
1265,Cc1ccc(P(c2ccc(C)o2)c2ccc(C)o2)c(C)c1,pc3,0,1,4.5346336,8.950294,-0.9972410455876868,1.4652778260715196
1266,Cc1cc(F)ccc1P(N1CCCC1)N1CCCC1,pcn,5,0,1.7293818,3.7877243,-2.288253126475749,0.8664688623860677
1267,Cc1cc(C(F)(F)F)ccc1P(c1ccc2c(c1)OCCO2)c1ccc2c(c1)OCCO2,pc3,0,1,4.2974377,11.188366,5.076931825198655,-4.39168549970378
1268,O=[N+]([O-])c1ccc(P(c2ccc([N+](=O)[O-])cc2)c2ccccc2Cc2ccccc2)cc1,pc3,0,1,8.425319,6.0013466,9.932727388413804,-8.287477820602914
1269,CC(C)(c1ccccc1)P(c1cccc(-c2ccccc2)c1)c1cccc(-c2ccccc2)c1,pc3,0,0,6.317532,8.482861,7.158098898913053,-1.4574217559680935
1270,CC(C)c1ccccc1P(OCC(C)(C)C)OCC(C)(C)C,pco,1,0,0.85698605,1.949921,-1.4177953497394935,-3.3221500628768625
1271,CCCCCCCCP(N(CC(C)C)CC(C)C)N(CC(C)C)CC(C)C,pcn,5,0,5.978037,5.7792287,7.879252334503758,-1.8369980171403613
1272,COc1cc(C)c(P(OCC(C)C)OCC(C)C)c(C)c1,pco,1,0,1.1454985,1.8472908,-0.149185865189709,-3.2842205356833043
1273,CC(C)=CCP(CC=C(C)C)c1ccc(C(F)(F)F)cc1C(F)(F)F,pc3,0,0,6.465547,5.998714,3.2851312739309506,-2.237823400888454
1274,CC(C)c1cccc(C(C)C)c1P(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,pc3,0,0,4.866546,3.9747121,9.439932101320736,16.074421704809126
1275,COc1cc(OC)c(P(c2c(C(C)C)cccc2C(C)C)c2c(C(C)C)cccc2C(C)C)c(OC)c1,pc3,0,1,5.0348024,3.9080865,14.110436713912748,11.547335931503076
1277,CC(C)(C)c1ccc(OP(Oc2ccc(C(C)(C)C)cc2)Oc2ccc(C(C)(C)C)cc2)cc1,po3,2,0,2.0183215,0.6856824,5.559952662073314,-13.042643066512817
1278,CC(C)(C)c1cc(OP(Oc2cc(C(C)(C)C)cc(C(C)(C)C)c2)Oc2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,po3,2,0,2.087825,0.8359059,11.888351155706207,-15.592401840472627
1279,N#C[C-](P(C1CCCCC1)C1CCCCC1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,pc3,0,1,7.940165,5.724919,13.480944700357195,-4.8672616023882975
1280,C[C-](P(C1CCCCC1)C1CCCCC1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,pc3,0,1,7.7956014,5.4544716,12.13243306689777,0.3873336369308561
1281,C[Si](C)(C)[C-](P(C1CCCCC1)C1CCCCC1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,pc3,0,1,7.67049,4.9397883,15.582345206852992,3.016460990682177
1282,O=c1cccc(P(c2ccccc2)c2ccccc2)[nH]1,pc3,0,1,2.9632359,10.80654,-1.641561086030762,-0.95302346417711
1283,CP(C)F,phal,6,0,-0.9361389,3.9220061,-20.529052341446945,-0.588812689909617
1284,CP(F)F,phal,6,0,-1.0040226,3.8999956,-22.60266582270783,-3.2259147997683177
1285,CCP(F)CC,phal,6,0,-0.70371985,3.8085837,-16.670518454737444,-1.9819060991867028
1286,CCP(F)F,phal,6,0,-1.0084977,3.8522117,-20.24097341036682,-4.190066119502509
